NAME,ADDRESS,CITY,STATE,ZIPCODE,LAT,LONG,STARS,REVIEW_COUNT,IS_OPEN,ACCEPTS_CREDITCARD,PRICE_RANGE,ALCOHOL,WIFI,DOGS_ALLOWED,WHEELCHAIR_ACCESS,APPOINTMENT_ONLY,CATEGORIES,CATEGORY1,TYPE,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,CATEGORY7,CATEGORY8,CATEGORY9,CATEGORY10,CATEGORY11,CATEGORY12,CATEGORY13,CATEGORY14,CATEGORY15,CATEGORY16,,,,,,,,
EMCO Sprinkler Company,4091 Saltsburg Rd,Murrysville,PA,15668,40.49087,-79.691767,2.5,3,1,TRUE,,,,,,FALSE,"Home Services, Shopping, Irrigation, Lighting Fixtures & Equipment, Electricians, Home & Garden, Nurseries & Gardening",Home Services,, Shopping, Irrigation, Lighting Fixtures , Equipment, Electricians, Home , Garden, Nurseries , Gardening,,,,,,,,,,,,,,
Holiday Inn Express & Suites Pittsburgh-South Side,20 S 10th St,Pittsburgh,PA,15203,40.4299583,-79.9889541,3,65,1,TRUE,2,,free,,,,"Hotels & Travel, Venues & Event Spaces, Hotels, Event Planning & Services",Hotels ,, Travel, Venues , Event Spaces, Hotels, Event Planning , Services,,,,,,,,,,,,,,,,,
Motel 6,2898 Banksville Rd,Pittsburgh,PA,15216,40.40386601,-80.04081757,2.5,15,0,TRUE,1,,free,,,,"Hotels, Event Planning & Services, Hotels & Travel",Hotels,, Event Planning , Services, Hotels , Travel,,,,,,,,,,,,,,,,,,,
Mike T's Auto Sales,2421 Mcneilly Rd,Pittsburgh,PA,15226,40.38159329,-80.00907965,3.5,3,1,TRUE,,,,,,,"Car Dealers, Used Car Dealers, Automotive",Car Dealers,, Used Car Dealers, Automotive,,,,,,,,,,,,,,,,,,,,,
Dick's Sporting Goods,8000 McKnight Rd,Pittsburgh,PA,15237,40.5511518,-80.0212132,2.5,5,0,TRUE,3,,,,,,"Shopping, Sports Wear, Sporting Goods, Outdoor Gear, Fashion",Shopping,, Sports Wear, Sporting Goods, Outdoor Gear, Fashion,,,,,,,,,,,,,,,,,,,
ALDI,7221 McKnight Rd,Pittsburgh,PA,15237,40.53682085,-80.01280179,4,3,1,TRUE,2,none,,,,,"Grocery, Food",Grocery,, Food,,,,,,,,,,,,,,,,,,,,,,
Tasty N Healthy,11633 Penn Hills Dr,Pittsburgh,PA,15235,40.4646762,-79.827253,4.5,31,1,TRUE,1,none,no,FALSE,,,"Event Planning & Services, Falafel, Restaurants, Caterers, Mediterranean, Greek, Food, Wraps, Desserts",Event Planning ,, Services, Falafel, Restaurants, Caterers, Mediterranean, Greek, Food, Wraps, Desserts,,,,,,,,,,,,,,
Tiki Nail,11551 Frankstown Rd,Pittsburgh,PA,15235,40.4649978,-79.8299637,1.5,3,1,,,,,,,,"Nail Salons, Beauty & Spas",Nail Salons,, Beauty , Spas,,,,,,,,,,,,,,,,,,,,,
Wyndham Garden Hotel - University Place,3454 Forbes Ave,Pittsburgh,PA,15213,40.439424,-79.959407,3.5,9,0,TRUE,2,,,,,,"Hotels, Hotels & Travel, Caterers, Event Planning & Services, Restaurants",Hotels,, Hotels , Travel, Caterers, Event Planning , Services, Restaurants,,,,,,,,,,,,,,,,,
Sushi Boat,128 Oakland Ave,Pittsburgh,PA,15213,40.4415702,-79.9573067,3.5,47,0,TRUE,1,none,no,,TRUE,,"Chinese, Restaurants, Japanese",Chinese,, Restaurants, Japanese,,,,,,,,,,,,,,,,,,,,,
The Chocolate Moose,5830 Forbes Ave,Pittsburgh,PA,15217,40.4378381,-79.9216679,4.5,12,1,TRUE,2,,,,,,"Food, Specialty Food, Candy Stores, Chocolatiers & Shops",Food,, Specialty Food, Candy Stores, Chocolatiers , Shops,,,,,,,,,,,,,,,,,,,
The Coffee Underground,226 Shady Ave,Pittsburgh,PA,15206,40.4588237,-79.9223818,3.5,3,0,TRUE,3,,,,,,"Food, Coffee & Tea",Food,, Coffee , Tea,,,,,,,,,,,,,,,,,,,,,
Bloom Organic Skincare Parlor,5220 Butler St,Pittsburgh,PA,15201,40.480848,-79.953774,5,27,0,TRUE,2,,,,TRUE,TRUE,"Shopping, Beauty & Spas, Skin Care, Cosmetics & Beauty Supply",Shopping,, Beauty , Spas, Skin Care, Cosmetics , Beauty Supply,,,,,,,,,,,,,,,,,,
Bites Restaurant,6022 Saltsburg Rd,Verona,PA,15147,40.483746,-79.8204633,4.5,6,1,TRUE,1,none,free,,TRUE,,"American (New), Seafood, Restaurants",American (New),, Seafood, Restaurants,,,,,,,,,,,,,,,,,,,,,
The Fresh Market,1551 Washington Rd,Mount Lebanon,PA,15228,40.35449854,-80.04929739,3.5,53,1,TRUE,3,none,,,,FALSE,"Shopping, Grocery, Food",Shopping,, Grocery, Food,,,,,,,,,,,,,,,,,,,,,
Tisha's Sunny Farms,600 Brookline Blvd,Pittsburgh,PA,15226,40.39518356,-80.02251434,4,9,0,TRUE,1,none,no,,,,"Diners, Restaurants",Diners,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
AVA Cafe + Lounge,304 N Craig St,Pittsburgh,PA,15213,40.452254,-79.952033,4.5,8,0,TRUE,,,,,,,"Arts & Entertainment, Nightlife, Cafes, Restaurants, Lounges, Music Venues, Bars",Arts ,, Entertainment, Nightlife, Cafes, Restaurants, Lounges, Music Venues, Bars,,,,,,,,,,,,,,,,
Eye Candy Optical Center,3923 Washington Rd,Canonsburg,PA,15317,40.2715578,-80.1276894,4.5,13,1,TRUE,2,,,,,,"Eyewear & Opticians, Shopping",Eyewear ,, Opticians, Shopping,,,,,,,,,,,,,,,,,,,,,
Borelli Edwards Art Gallery,3583 Butler St,Pittsburgh,PA,15201,40.4652356,-79.9656538,5,7,1,TRUE,2,,,,,FALSE,"Arts & Entertainment, Shopping, Art Galleries",Arts ,, Entertainment, Shopping, Art Galleries,,,,,,,,,,,,,,,,,,,,
J.D. Byrider,1561 W Liberty Ave,Pittsburgh,PA,15226,40.4087788,-80.0169426,1,3,1,,,,,,,,"Auto Loan Providers, Automotive, Car Dealers",Auto Loan Providers,, Automotive, Car Dealers,,,,,,,,,,,,,,,,,,,,,
Ice Cream Heaven,1729 Freeport Rd,New Kensington,PA,15068,40.578456,-79.757406,5,5,1,TRUE,1,,paid,,,,"Food, Ice Cream & Frozen Yogurt",Food,, Ice Cream , Frozen Yogurt,,,,,,,,,,,,,,,,,,,,,
Chestnut Hills Dental Pittsburgh Shadyside,"5986 Centre Ave, Ste C-201",Pittsburgh,PA,15206,40.459609,-79.925846,4,6,1,TRUE,,,,,,TRUE,"Dentists, Periodontists, Cosmetic Dentists, Health & Medical, General Dentistry",Dentists,, Periodontists, Cosmetic Dentists, Health , Medical, General Dentistry,,,,,,,,,,,,,,,,,,
Tango Food Truck,E Carson St,Pittsburgh,PA,15203,40.412217,-79.9556501,4.5,10,1,TRUE,,,,,,,"Food, Food Trucks, Argentine, Restaurants",Food,, Food Trucks, Argentine, Restaurants,,,,,,,,,,,,,,,,,,,,
Maurice's Master Barber Shop,1102 E Carson St,Pittsburgh,PA,15203,40.42867279,-79.98729706,4,5,0,FALSE,2,,,,,FALSE,"Beauty & Spas, Barbers",Beauty ,, Spas, Barbers,,,,,,,,,,,,,,,,,,,,,
La Pizza Bella,"268 Freeport Rd, Ste 1",Pittsburgh,PA,15238,40.4928363,-79.862643,4,5,1,TRUE,,none,,,,,"Pizza, Restaurants, Italian",Pizza,, Restaurants, Italian,,,,,,,,,,,,,,,,,,,,,
Longue Vue Club,400 Longue Vue Dr,Verona,PA,15147,40.481302,-79.8587399,4.5,3,1,TRUE,,,,,,,"Golf, Event Planning & Services, Active Life, Venues & Event Spaces",Golf,, Event Planning , Services, Active Life, Venues , Event Spaces,,,,,,,,,,,,,,,,,,
My Big Fat Greek Gyro,665 Washington Rd,Mount Lebanon,PA,15228,40.3813236,-80.0440054,4,12,0,TRUE,1,none,no,,,,"Greek, Restaurants",Greek,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Bridgetown Taphouse,939 Merchant St,Ambridge,PA,15003,40.5913083,-80.2302494,4.5,67,1,TRUE,2,full_bar,free,,TRUE,,"Gastropubs, Sports Bars, Restaurants, Arts & Entertainment, Music Venues, American (Traditional), Nightlife, Bars",Gastropubs,, Sports Bars, Restaurants, Arts , Entertainment, Music Venues, American (Traditional), Nightlife, Bars,,,,,,,,,,,,,,,
Ordinary Joe's,225 Commerical Ave,Pittsburgh,PA,15215,40.4902985,-79.90435532,4,21,0,TRUE,2,full_bar,no,,,,"Sports Bars, Restaurants, Bars, Nightlife, American (Traditional)",Sports Bars,, Restaurants, Bars, Nightlife, American (Traditional),,,,,,,,,,,,,,,,,,,
McDonald's,500 Liberty Ave,Pittsburgh,PA,15222,40.441242,-80.003619,1.5,17,1,TRUE,1,none,,,,,"Restaurants, Food, Fast Food, Coffee & Tea, Burgers",Restaurants,, Food, Fast Food, Coffee , Tea, Burgers,,,,,,,,,,,,,,,,,,
Mineral Beach,RR 1,Finleyville,PA,15332,40.2522922,-80.0028294,3.5,8,1,,,,,,,,"Active Life, Beaches",Active Life,, Beaches,,,,,,,,,,,,,,,,,,,,,,
Greentree Sports Cards,1002 Greentree Rd,Pittsburgh,PA,15220,40.4173275,-80.045512,2.5,3,1,TRUE,,,,,,,"Shopping, Hobby Shops",Shopping,, Hobby Shops,,,,,,,,,,,,,,,,,,,,,,
Sweet Tammy's,6595 Hamilton Ave,Pittsburgh,PA,15206,40.4581984,-79.9110232,3.5,12,0,,2,,,,,,"Food, Kosher, Restaurants, Bakeries",Food,, Kosher, Restaurants, Bakeries,,,,,,,,,,,,,,,,,,,,
Lawrence Music,985 Castle Shannon Blvd,Pittsburgh,PA,15234,40.3659965,-80.0249778,4,3,1,TRUE,3,,,TRUE,FALSE,,"Musical Instruments & Teachers, Shopping",Musical Instruments ,, Teachers, Shopping,,,,,,,,,,,,,,,,,,,,,
Valley Used Cars,503 1st St,Canonsburg,PA,15317,40.2657227,-80.1783203,2.5,3,1,,,,,,,,"Car Dealers, Registration Services, Professional Services, Automotive, Lawyers, Notaries, Financial Services, Used Car Dealers, Local Services",Car Dealers,, Registration Services, Professional Services, Automotive, Lawyers, Notaries, Financial Services, Used Car Dealers, Local Services,,,,,,,,,,,,,,,
Hobby Lobby,6511 Steubenville Pike,Pittsburgh,PA,15205,40.44727492,-80.16243216,3,13,1,TRUE,2,,,,,,"Wedding Planning, Home & Garden, Fashion, Hobby Shops, Shopping, Department Stores, Art Supplies, Event Planning & Services, Home Decor, Arts & Crafts",Wedding Planning,, Home , Garden, Fashion, Hobby Shops, Shopping, Department Stores, Art Supplies, Event Planning , Services, Home Decor, Arts , Crafts,,,,,,,,,,,
Ethan Allen,1680 Washington Rd,Pittsburgh,PA,15241,40.3501892,-80.0519034,1.5,3,1,TRUE,3,,,,,FALSE,"Interior Design, Home Services, Shopping, Home & Garden, Furniture Stores, Home Decor",Interior Design,, Home Services, Shopping, Home , Garden, Furniture Stores, Home Decor,,,,,,,,,,,,,,,,,
Eartique,2703 Murray Ave,Pittsburgh,PA,15217,40.4287184,-79.9240124,5,3,1,,,,,,,,"Health & Medical, Hearing Aid Providers, Ear Nose & Throat, Audiologist, Doctors",Health ,, Medical, Hearing Aid Providers, Ear Nose , Throat, Audiologist, Doctors,,,,,,,,,,,,,,,,,
Room Concepts,4465 Clairton Blvd,Pittsburgh,PA,15236,40.3584194,-79.9811239,5,4,1,TRUE,3,,,,,,"Furniture Stores, Shopping, Home & Garden",Furniture Stores,, Shopping, Home , Garden,,,,,,,,,,,,,,,,,,,,
The Red Ring Bar & Grille,1015 Forbes Ave,Pittsburgh,PA,15219,40.4378076,-79.9910732,3,44,1,TRUE,2,full_bar,free,FALSE,TRUE,,"Nightlife, American (New), Restaurants, Bars",Nightlife,, American (New), Restaurants, Bars,,,,,,,,,,,,,,,,,,,,
Namaste India,1150 Banksville Rd,Pittsburgh,PA,15216,40.41925088,-80.0303107,3,40,0,TRUE,2,none,no,,TRUE,,"Restaurants, Indian",Restaurants,, Indian,,,,,,,,,,,,,,,,,,,,,,
1-800-Haul-Out,1850 Forbes Ave,Pittsburgh,PA,15219,40.437535,-79.979807,3.5,23,1,TRUE,,,,,,,"Home Services, Local Services, Home Cleaning, Junk Removal & Hauling",Home Services,, Local Services, Home Cleaning, Junk Removal , Hauling,,,,,,,,,,,,,,,,,,,
BFG Café,5335 Penn Ave,Pittsburgh,PA,15224,40.4647518,-79.9370972,4.5,49,1,TRUE,1,none,free,FALSE,TRUE,,"Mediterranean, Pizza, Restaurants, Greek",Mediterranean,, Pizza, Restaurants, Greek,,,,,,,,,,,,,,,,,,,,
Ference Electric,"934 McKinley Trce, Ste 212",Pittsburgh,PA,15202,40.49716,-80.06389,5,3,1,FALSE,,,,,,,"Electricians, Shopping, Electronics, Home Services",Electricians,, Shopping, Electronics, Home Services,,,,,,,,,,,,,,,,,,,,
Irish Pub,7099 Big Beaver Blvd,Pittsburgh,PA,15208,40.8121256,-80.3267085,4.5,3,0,TRUE,1,full_bar,free,,,,"Restaurants, Irish",Restaurants,, Irish,,,,,,,,,,,,,,,,,,,,,,
Sinful Sweets,4415 Butler St,Pittsburgh,PA,15201,40.4719662,-79.9595465,4.5,14,0,TRUE,1,,,,TRUE,,"Food, Desserts, Specialty Food, Chocolatiers & Shops",Food,, Desserts, Specialty Food, Chocolatiers , Shops,,,,,,,,,,,,,,,,,,,
Linden Grove,1100 Grove Rd,Pittsburgh,PA,15234,40.367525,-80.014217,4,9,1,TRUE,1,full_bar,,,,,"Venues & Event Spaces, Sandwiches, Nightlife, Music Venues, Arts & Entertainment, Event Planning & Services, Bars, Pizza, Restaurants",Venues ,, Event Spaces, Sandwiches, Nightlife, Music Venues, Arts , Entertainment, Event Planning , Services, Bars, Pizza, Restaurants,,,,,,,,,,,,
20/20 Opticians,4203 Murray Ave,Pittsburgh,PA,15217,40.4229632,-79.9285232,4.5,18,1,TRUE,2,,,,,,"Eyewear & Opticians, Shopping",Eyewear ,, Opticians, Shopping,,,,,,,,,,,,,,,,,,,,,
Raccoon Creek Boat Rental,430 Raccoon Park Rd,Clinton,PA,15026,40.50368906,-80.39007559,4.5,9,1,FALSE,,,,TRUE,FALSE,FALSE,"Rafting/Kayaking, Paddleboarding, Active Life, Boating",Rafting/Kayaking,, Paddleboarding, Active Life, Boating,,,,,,,,,,,,,,,,,,,,
Aladdin's Eatery,5878 Forbes Ave,Pittsburgh,PA,15217,40.4378199,-79.9199427,4,167,1,TRUE,2,beer_and_wine,no,FALSE,TRUE,,"Vegetarian, Restaurants, Food, Mediterranean, Soup, Nightlife, Middle Eastern, Vegan, Juice Bars & Smoothies, Bars",Vegetarian,, Restaurants, Food, Mediterranean, Soup, Nightlife, Middle Eastern, Vegan, Juice Bars , Smoothies, Bars,,,,,,,,,,,,,
Walnut Capital Management,5500 Walnut St,Pittsburgh,PA,15232,40.4509831,-79.9335455,3,15,1,FALSE,,,,,,,"Real Estate, Financial Services, Investing, Home Services, Property Management",Real Estate,, Financial Services, Investing, Home Services, Property Management,,,,,,,,,,,,,,,,,,,
Ten Toes of Pittsburgh Inc,5502 Walnut St,Pittsburgh,PA,15232,40.4509831,-79.9335455,4.5,21,1,TRUE,2,,,,,,"Shoe Stores, Fashion, Shopping",Shoe Stores,, Fashion, Shopping,,,,,,,,,,,,,,,,,,,,,
Rainbow's End Child Academy,2709 Murray Ave,Pittsburgh,PA,15217,40.4286037,-79.9243823,1,3,0,,,,,,,,"Child Care & Day Care, Local Services",Child Care ,, Day Care, Local Services,,,,,,,,,,,,,,,,,,,,,
The Shady Dog,Corner Of Baum And Libert,Pittsburgh,PA,15232,40.451096,-79.9332613,4.5,10,1,FALSE,1,,,,,,"Restaurants, Hot Dogs, Street Vendors, Food",Restaurants,, Hot Dogs, Street Vendors, Food,,,,,,,,,,,,,,,,,,,,
Target Optical,360 E Waterfront Dr,Homestead,PA,15120,40.4106952,-79.9100062,4.5,3,1,TRUE,2,,,,,,"Health & Medical, Eyewear & Opticians, Shopping, Optometrists",Health ,, Medical, Eyewear , Opticians, Shopping, Optometrists,,,,,,,,,,,,,,,,,,
Carrie Anns Bridal,7358 Steubenville Pike,Oakdale,PA,15071,40.4417767,-80.1901977,1.5,3,1,TRUE,,,,,,FALSE,"Event Planning & Services, Shopping, Fashion, Wedding Planning, Bridal, Formal Wear",Event Planning ,, Services, Shopping, Fashion, Wedding Planning, Bridal, Formal Wear,,,,,,,,,,,,,,,,,
LA Fitness,6425 Penn Ave,Pittsburgh,PA,15206,40.4571875,-79.9168529,2,88,1,TRUE,,,,,TRUE,FALSE,"Trainers, Fitness & Instruction, Gyms, Active Life, Yoga, Sports Clubs",Trainers,, Fitness , Instruction, Gyms, Active Life, Yoga, Sports Clubs,,,,,,,,,,,,,,,,,
The Pizza Company,1711 Clairton Rd,West Mifflin,PA,15122,40.3289489,-79.9322574,4,12,1,,1,,,,,,"Pizza, Restaurants",Pizza,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
"James W Martin & Sons, Inc",236 Chartiers Ave,Pittsburgh,PA,15205,40.423921,-80.082799,5,3,0,TRUE,,,,,,,"Home Services, Professional Services, Heating & Air Conditioning/HVAC, Roofing",Home Services,, Professional Services, Heating , Air Conditioning/HVAC, Roofing,,,,,,,,,,,,,,,,,,,
Fox Chapel Day Spa,1366 Old Freeport Rd,Pittsburgh,PA,15238,40.53337212,-79.88090515,5,4,1,TRUE,,,,,TRUE,FALSE,"Massage Therapy, Nail Salons, Skin Care, Day Spas, Waxing, Health & Medical, Massage, Beauty & Spas, Hair Removal",Massage Therapy,, Nail Salons, Skin Care, Day Spas, Waxing, Health , Medical, Massage, Beauty , Spas, Hair Removal,,,,,,,,,,,,,
Shop'n Save,649 Old Clairton Rd,Pittsburgh,PA,15236,40.3241922,-79.9567788,2,4,1,,,,,,,,"Grocery, Food",Grocery,, Food,,,,,,,,,,,,,,,,,,,,,,
Redhawk Coffee,120 Meyran Ave,Pittsburgh,PA,15213,40.4407077,-79.9586246,5,107,1,TRUE,1,none,free,,,,"Restaurants, Food Trucks, Desserts, Food, Breakfast & Brunch, Coffee & Tea",Restaurants,, Food Trucks, Desserts, Food, Breakfast , Brunch, Coffee , Tea,,,,,,,,,,,,,,,,
Pleasant Hills Pennzoil,173 Clairton Blvd,Pittsburgh,PA,15236,40.339267,-79.956537,4,4,0,TRUE,,,,,,,"Automotive, Oil Change Stations, Auto Repair",Automotive,, Oil Change Stations, Auto Repair,,,,,,,,,,,,,,,,,,,,,
Empire Tattoo,230 Meyran Ave,Pittsburgh,PA,15213,40.439698,-79.9572742,5,20,1,TRUE,2,,,,TRUE,FALSE,"Piercing, Tattoo, Beauty & Spas",Piercing,, Tattoo, Beauty , Spas,,,,,,,,,,,,,,,,,,,,
McNeil Dental,1330 Freeport Rd,Fox Chapel,PA,15238,40.4890062,-79.875355,5,4,1,TRUE,,,,,,TRUE,"Dentists, Endodontists, Pediatric Dentists, General Dentistry, Health & Medical",Dentists,, Endodontists, Pediatric Dentists, General Dentistry, Health , Medical,,,,,,,,,,,,,,,,,,
Mercurio's,5523 Walnut St,Pittsburgh,PA,15232,40.4515766,-79.9328425,4,299,1,TRUE,2,beer_and_wine,free,FALSE,TRUE,,"Ice Cream & Frozen Yogurt, Gelato, Food, Pizza, Restaurants",Ice Cream ,, Frozen Yogurt, Gelato, Food, Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Stan's Transmission Service,3449 5th Ave,North Versailles,PA,15137,40.3676597,-79.8190984,1,3,1,,,,,,,,"Transmission Repair, Automotive, Auto Repair",Transmission Repair,, Automotive, Auto Repair,,,,,,,,,,,,,,,,,,,,,
Petland,4066 William Penn Hwy,Monroeville,PA,15146,40.43727143,-79.76795389,2,11,1,,,,,,,,"Pets, Pet Stores",Pets,, Pet Stores,,,,,,,,,,,,,,,,,,,,,,
Yos Photo,1707 Yorktown Pl,Pittsburgh,PA,15235,40.4516089,-79.8516989,5,5,1,FALSE,,,,,,,"Photographers, Event Planning & Services, Session Photography, Event Photography",Photographers,, Event Planning , Services, Session Photography, Event Photography,,,,,,,,,,,,,,,,,,,
McDonald's,2100 Washington Pike,Heidelberg,PA,15106,40.38628034,-80.09310544,2,3,1,TRUE,1,,free,,,,"Food, Coffee & Tea, Burgers, Fast Food, Restaurants",Food,, Coffee , Tea, Burgers, Fast Food, Restaurants,,,,,,,,,,,,,,,,,,
Noodles & Company,3855 Washington Rd,Canonsburg,PA,15317,40.2731628,-80.1263749,3,11,0,TRUE,1,none,free,,FALSE,,"Asian Fusion, Restaurants, Chinese, Noodles, Italian, Comfort Food",Asian Fusion,, Restaurants, Chinese, Noodles, Italian, Comfort Food,,,,,,,,,,,,,,,,,,
Shop'n Save of Canonsburg,617 W Pike St,Canonsburg,PA,15317,40.2558876,-80.2047665,3,5,1,TRUE,2,,,,,,"Grocery, Food",Grocery,, Food,,,,,,,,,,,,,,,,,,,,,,
Paisano's,821 E Warrington Ave,Pittsburgh,PA,15210,40.4220324,-79.9928855,4,21,1,TRUE,1,none,no,,,,"Pizza, Restaurants",Pizza,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Weinstein Imaging Associates,"1910 Cochran Rd, Ste 740",Pittsburgh,PA,15220,40.563836,-80.024215,3.5,3,1,TRUE,,,,,,TRUE,"Medical Centers, Health & Medical",Medical Centers,, Health , Medical,,,,,,,,,,,,,,,,,,,,,
Day Audi,1580 Golden Mile Hwy,Monroeville,PA,15146,40.4308771,-79.7170696,4.5,3,1,FALSE,,,,,,,"Auto Parts & Supplies, Auto Repair, Automotive, Body Shops, Car Dealers",Auto Parts ,, Supplies, Auto Repair, Automotive, Body Shops, Car Dealers,,,,,,,,,,,,,,,,,,
My Laundromat,"7900 Steubenville Pike, Ste 11, Essex Plz",Imperial,PA,15126,40.440723,-80.227872,5,17,1,TRUE,1,,free,,,,"Local Services, Laundry Services, Dry Cleaning & Laundry, Laundromat",Local Services,, Laundry Services, Dry Cleaning , Laundry, Laundromat,,,,,,,,,,,,,,,,,,,
Miracle Eyebrows,"4870 McKnight Rd, Ste 300, Ross Park Mall",Pittsburgh,PA,15237,40.5298746,-80.008661,2,11,1,TRUE,2,,,,,FALSE,"Eyebrow Services, Eyelash Service, Hair Removal, Beauty & Spas, Waxing, Skin Care",Eyebrow Services,, Eyelash Service, Hair Removal, Beauty , Spas, Waxing, Skin Care,,,,,,,,,,,,,,,,,
Rippling Run Kennel,2457 Rochester Rd,Sewickley,PA,15143,40.597153,-80.117486,2,4,1,,,,,,,,"Pet Training, Pets, Pet Services, Pet Sitting",Pet Training,, Pets, Pet Services, Pet Sitting,,,,,,,,,,,,,,,,,,,,
Village Pizza Bar & Grill,815 S Aiken Ave,Pittsburgh,PA,15232,40.4504931,-79.9351109,4,15,0,TRUE,1,full_bar,,,TRUE,,"Pizza, Restaurants",Pizza,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Mezbaan Indian Cuisine,111 Smithfield St,Pittsburgh,PA,15222,40.4376677,-80.0004885,3,29,1,TRUE,1,none,no,FALSE,TRUE,,"Restaurants, Indian",Restaurants,, Indian,,,,,,,,,,,,,,,,,,,,,,
Pet Supplies Plus,1155 Washington Pike,Bridgeville,PA,15017,40.369464,-80.104888,3,5,1,,,,,,,,"Pets, Pet Stores, Pet Groomers, Pet Services",Pets,, Pet Stores, Pet Groomers, Pet Services,,,,,,,,,,,,,,,,,,,,
Sheetz,3954 William Penn Hwy,Monroeville,PA,15146,40.4376869,-79.774258,4.5,13,1,TRUE,1,,,,,,"Gas Stations, Food, Automotive, Convenience Stores",Gas Stations,, Food, Automotive, Convenience Stores,,,,,,,,,,,,,,,,,,,,
Sbarro,200 Mall Circle Dr,Monroeville,PA,15146,40.42944186,-79.79488069,4,5,1,TRUE,1,none,,,,,"Restaurants, Italian, Pizza",Restaurants,, Italian, Pizza,,,,,,,,,,,,,,,,,,,,,
Panda Express,4155 William Penn Hwy,Monroeville,PA,15146,40.4392893,-79.7653647,3,17,1,TRUE,2,none,,,,,"Chinese, Restaurants, Fast Food",Chinese,, Restaurants, Fast Food,,,,,,,,,,,,,,,,,,,,,
Bottom Dollar Food,1140 Washington Ave,Carnegie,PA,15106,40.3967879,-80.0847819,4,3,0,TRUE,1,,,,,,"Discount Store, Shopping",Discount Store,, Shopping,,,,,,,,,,,,,,,,,,,,,,
Coffee Tree Roasters,48 Fox Chapel Rd,Pittsburgh,PA,15238,40.4884554,-79.8826504,3.5,22,1,TRUE,1,none,free,,,FALSE,"Cafes, Desserts, Restaurants, Coffee Roasteries, Food, Coffee & Tea",Cafes,, Desserts, Restaurants, Coffee Roasteries, Food, Coffee , Tea,,,,,,,,,,,,,,,,,
Europe Nails,301 South Hills Village,Pittsburgh,PA,15241,40.3411324,-80.0532528,2,24,1,TRUE,1,,,,,FALSE,"Beauty & Spas, Nail Salons",Beauty ,, Spas, Nail Salons,,,,,,,,,,,,,,,,,,,,,
Fort Pitt Candy Co,1642 Penn Ave,Pittsburgh,PA,15222,40.4493873,-79.9861731,5,3,0,,2,,,,TRUE,,"Specialty Food, Candy Stores, Food",Specialty Food,, Candy Stores, Food,,,,,,,,,,,,,,,,,,,,,
China Park,532 Monongahela Ave,Glassport,PA,15045,40.3264474,-79.8926996,4,13,1,TRUE,2,full_bar,no,,,,"Chinese, Restaurants",Chinese,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Mt Lebanon Public Library,16 Castle Shannon Blvd,Pittsburgh,PA,15228,40.3770325,-80.0453305,4,6,1,,,,free,,,,"Public Services & Government, Libraries",Public Services ,, Government, Libraries,,,,,,,,,,,,,,,,,,,,,
"AAAL-Allegheny Attorneys at Law, PC",1384 Old Freeport Rd,Pittsburgh,PA,15238,40.489746,-79.870848,2.5,7,1,,,,,,,,"Criminal Defense Law, Business Law, Divorce & Family Law, Real Estate Law, Lawyers, DUI Law, Professional Services",Criminal Defense Law,, Business Law, Divorce , Family Law, Real Estate Law, Lawyers, DUI Law, Professional Services,,,,,,,,,,,,,,,,
Tri-State Orthopaedics & Sports Medicine,300 Chapel Harbor Dr,Pittsburgh,PA,15238,40.4856174,-79.8824454,1,3,1,TRUE,,,,,,TRUE,"Sports Medicine, Doctors, Health & Medical, Orthopedists",Sports Medicine,, Doctors, Health , Medical, Orthopedists,,,,,,,,,,,,,,,,,,,
Cup ka Joe,31 27th St,Pittsburgh,PA,15203,40.42640372,-79.96729122,4.5,26,1,TRUE,1,,free,,,,"Ice Cream & Frozen Yogurt, Coffee & Tea, Juice Bars & Smoothies, Food",Ice Cream ,, Frozen Yogurt, Coffee , Tea, Juice Bars , Smoothies, Food,,,,,,,,,,,,,,,,,
Papa Da Vinci,3526 Blvd Of The Allies,Pittsburgh,PA,15213,40.434609,-79.9554667,2.5,29,1,TRUE,1,full_bar,,,TRUE,,"Pizza, Restaurants",Pizza,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Sarku Japan,181 Fort Couch Rd,Pittsburgh,PA,15241,40.34275811,-80.0553453,3.5,10,1,TRUE,1,none,,,,,"Japanese, Fast Food, Restaurants",Japanese,, Fast Food, Restaurants,,,,,,,,,,,,,,,,,,,,,
Shiraz Kabob and Hookah,4709 Centre Ave,Pittsburgh,PA,15213,40.4528463,-79.9493314,2,17,0,TRUE,1,,,,,,"Mediterranean, Persian/Iranian, Restaurants, Pizza",Mediterranean,, Persian/Iranian, Restaurants, Pizza,,,,,,,,,,,,,,,,,,,,
