NAME,ADDRESS,CITY,STATE,ZIPCODE,LAT,LONG,STARS,REVIEW_COUNT,IS_OPEN,ACCEPTS_CREDITCARD,PRICE_RANGE,ALCOHOL,WIFI,DOGS_ALLOWED,WHEELCHAIR_ACCESS,APPOINTMENT_ONLY,CATEGORIES,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,CATEGORY7,CATEGORY8,CATEGORY9,CATEGORY10,CATEGORY11,CATEGORY12,CATEGORY13,CATEGORY14,CATEGORY15,CATEGORY16,,,,
Kassab's,1207 E Carson St,Pittsburgh,PA,15203,40.4288913,-79.9860781,4,110,1,TRUE,2,none,no,,TRUE,,"Restaurants, Mediterranean, Greek, Lebanese, Middle Eastern",Restaurants, Mediterranean, Greek, Lebanese, Middle Eastern,,,,,,,,,,,,,,,
Bob Evans,7412 Mcknight Rd,Pittsburgh,PA,15237,40.54174272,-80.01210004,3,17,1,TRUE,2,none,free,,,,"Bed & Breakfast, Restaurants, Breakfast & Brunch, American (Traditional), Salad, American (New), Hotels & Travel, Comfort Food",Bed , Breakfast, Restaurants, Breakfast , Brunch, American (Traditional), Salad, American (New), Hotels , Travel, Comfort Food,,,,,,,,,
Puzzlers Restaurant & Lounge,2714 Walnut St,McKeesport,PA,15132,40.332814,-79.847123,3,9,1,TRUE,1,full_bar,free,FALSE,TRUE,,"Breakfast & Brunch, Bars, Hot Dogs, American (Traditional), Restaurants, American (New), Nightlife, Barbeque",Breakfast , Brunch, Bars, Hot Dogs, American (Traditional), Restaurants, American (New), Nightlife, Barbeque,,,,,,,,,,,
Wendy's,891 Freeport Rd,Pittsburgh,PA,15238,40.4869284,-79.8906252,2,8,1,TRUE,,,,,,,"Fast Food, Burgers, Restaurants",Fast Food, Burgers, Restaurants,,,,,,,,,,,,,,,,,
Pan Asia,5321 Clairton Blvd,Pittsburgh,PA,15236,40.3434382,-79.9690533,3.5,25,0,TRUE,2,full_bar,no,,,,"Chinese, Restaurants, Japanese",Chinese, Restaurants, Japanese,,,,,,,,,,,,,,,,,
Arctic Avenue,3446 5th Ave,North Versailles,PA,15137,40.36692643,-79.81904292,5,5,1,FALSE,1,,no,,,,"Ice Cream & Frozen Yogurt, Food, Restaurants, Desserts",Ice Cream , Frozen Yogurt, Food, Restaurants, Desserts,,,,,,,,,,,,,,,
Homeville Trolley Stop,3704 Greensprings Ave,West Mifflin,PA,15122,40.3918374,-79.8848141,3.5,4,1,TRUE,1,,,,,,"Comfort Food, Restaurants",Comfort Food, Restaurants,,,,,,,,,,,,,,,,,,
Palomino,444 Liberty Ave,Pittsburgh,PA,15289,40.4407744,-80.0041429,2.5,11,0,TRUE,2,full_bar,,,,,"American (New), Restaurants",American (New), Restaurants,,,,,,,,,,,,,,,,,,
MR Bulgogi,,Pittsburgh,PA,15206,40.4720642,-79.9136731,5,11,1,TRUE,2,beer_and_wine,no,TRUE,,,"Food, Restaurants, Barbeque, Asian Fusion, Street Vendors, Korean, Food Trucks",Food, Restaurants, Barbeque, Asian Fusion, Street Vendors, Korean, Food Trucks,,,,,,,,,,,,,
Kelly O's Diner,1130 Perry Hwy,Pittsburgh,PA,15237,40.5477169,-80.0355297,3,69,1,TRUE,1,none,no,,TRUE,,"Restaurants, Diners",Restaurants, Diners,,,,,,,,,,,,,,,,,,
Mediterranean Market,2021 E Carson St,Pittsburgh,PA,15203,40.4287823,-79.9767294,4,11,1,TRUE,1,,,,,,"Middle Eastern, Mediterranean, Food, Grocery, Restaurants",Middle Eastern, Mediterranean, Food, Grocery, Restaurants,,,,,,,,,,,,,,,
Veltre's Pizza,848 Allegheny River Blvd,Oakmont,PA,15139,40.5251659,-79.8404888,4,17,1,TRUE,2,none,,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Boulevard Bistro,314 Allegheny River Blvd,Oakmont,PA,15139,40.5157303,-79.8428903,3.5,4,0,TRUE,3,beer_and_wine,,,TRUE,,"American (New), Restaurants",American (New), Restaurants,,,,,,,,,,,,,,,,,,
Pizza Palermo,"5440 Centre Ave, Ste 3",Pittsburgh,PA,15232,40.4563596,-79.9366429,3,61,1,TRUE,1,none,free,FALSE,TRUE,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Mt. Vernon Dairy,1 Duncan Station Rd,McKeesport,PA,15135,40.2902907,-79.81249597,3.5,3,1,,,,,,,,"Convenience Stores, Delis, Restaurants, Food, Grocery",Convenience Stores, Delis, Restaurants, Food, Grocery,,,,,,,,,,,,,,,
Slice on Broadway,6004 Centre Ave,Pittsburgh,PA,15206,40.4598168,-79.9246771,3.5,16,1,,,,,,,,"Pizza, Restaurants, Salad, Sandwiches",Pizza, Restaurants, Salad, Sandwiches,,,,,,,,,,,,,,,,
Vincenzo's Pizza & Pasta,2885 W Liberty Ave,Pittsburgh,PA,15216,40.3950915,-80.0337666,3,21,1,TRUE,2,none,no,,,,"Chicken Wings, Specialty Food, Italian, Food, Restaurants, Pasta Shops, Pizza",Chicken Wings, Specialty Food, Italian, Food, Restaurants, Pasta Shops, Pizza,,,,,,,,,,,,,
Eat'n Park,300 Chartiers Ave,McKees Rocks,PA,15136,40.4650156,-80.0566215,4,9,1,TRUE,1,none,no,FALSE,TRUE,,"American (Traditional), Breakfast & Brunch, Restaurants, Diners",American (Traditional), Breakfast , Brunch, Restaurants, Diners,,,,,,,,,,,,,,,
Tipsy Cow,5741 Ellsworth Ave,Pittsburgh,PA,15232,40.455763,-79.931512,3.5,63,1,TRUE,2,full_bar,free,,TRUE,,"Nightlife, Bars, American (Traditional), Burgers, Restaurants",Nightlife, Bars, American (Traditional), Burgers, Restaurants,,,,,,,,,,,,,,,
Panda Express,202 Robinson Center Dr,Pittsburgh,PA,15205,40.4587928,-80.1658596,3,12,1,TRUE,1,,,,,,"Fast Food, Chinese, Restaurants",Fast Food, Chinese, Restaurants,,,,,,,,,,,,,,,,,
Di Salla's Pizza Parlor,948 E 8th Ave,Pittsburgh,PA,15120,40.4086548,-79.8957113,4,6,1,FALSE,1,,,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
"Liam's Fish, Wings & Things",501 Penn Ave,Pittsburgh,PA,15221,40.4447851,-79.88692661,3,19,1,TRUE,2,beer_and_wine,free,FALSE,TRUE,,"Chicken Wings, Restaurants, Southern, Comfort Food, Seafood",Chicken Wings, Restaurants, Southern, Comfort Food, Seafood,,,,,,,,,,,,,,,
Orient Kitchen,4808 Baum Blvd,Pittsburgh,PA,15213,40.4542791,-79.9470228,3,63,1,TRUE,2,full_bar,no,,FALSE,,"Chinese, Restaurants, Sushi Bars",Chinese, Restaurants, Sushi Bars,,,,,,,,,,,,,,,,,
Alex's Corner Pizza Shop,4902 Cypress St,Pittsburgh,PA,15224,40.45853,-79.947121,4,13,1,TRUE,1,none,no,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Cenci's Pizzeria & Bar-Wexford,11530 Perry Hwy,Wexford,PA,15090,40.6254239,-80.054336,3,54,1,TRUE,2,full_bar,free,FALSE,TRUE,,"Restaurants, Nightlife, Italian, Bars",Restaurants, Nightlife, Italian, Bars,,,,,,,,,,,,,,,,
Szechuan Spice,5700 Centre Ave,Pittsburgh,PA,15206,40.4571291,-79.9334864,4,58,1,TRUE,2,none,no,FALSE,TRUE,,"Restaurants, Japanese, Chinese, Sushi Bars, Hot Pot, Szechuan",Restaurants, Japanese, Chinese, Sushi Bars, Hot Pot, Szechuan,,,,,,,,,,,,,,
Zone 28,2525 Freeport Rd,Pittsburgh,PA,15238,40.5351537,-79.8444639,3,46,1,TRUE,,,,,TRUE,,"Local Services, Amusement Parks, Community Service/Non-Profit, Arts & Entertainment, Active Life, Laser Tag, Bowling, Arcades, Fast Food, Restaurants, Event Planning & Services, Leisure Centers, Party & Event Planning",Local Services, Amusement Parks, Community Service/Non-Profit, Arts , Entertainment, Active Life, Laser Tag, Bowling, Arcades, Fast Food, Restaurants, Event Planning , Services, Leisure Centers, Party , Event Planning,,,,
Spring Garden Inn,3433 Spring Garden Ave,Pittsburgh,PA,15212,40.482442,-79.996011,2.5,3,0,TRUE,2,full_bar,,,,,"American (Traditional), Restaurants, Chicken Wings",American (Traditional), Restaurants, Chicken Wings,,,,,,,,,,,,,,,,,
Napoli Pizzeria,2006 Murray Ave,Pittsburgh,PA,15217,40.434399,-79.9229828,4,57,1,TRUE,1,beer_and_wine,no,FALSE,TRUE,,"Pizza, Italian, Salad, Restaurants",Pizza, Italian, Salad, Restaurants,,,,,,,,,,,,,,,,
Harris Grill,5747 Ellsworth Ave,Pittsburgh,PA,15232,40.4559632,-79.9313287,3.5,331,1,TRUE,2,full_bar,free,FALSE,,,"Diners, Burgers, Pubs, Nightlife, American (Traditional), Bars, Seafood, Restaurants",Diners, Burgers, Pubs, Nightlife, American (Traditional), Bars, Seafood, Restaurants,,,,,,,,,,,,
The Saloon of Mt Lebanon,622 Washington Rd,Pittsburgh,PA,15228,40.3820491,-80.0444418,3.5,59,1,TRUE,1,full_bar,free,,TRUE,,"Burgers, Nightlife, Restaurants, Sports Bars, Bars, American (Traditional)",Burgers, Nightlife, Restaurants, Sports Bars, Bars, American (Traditional),,,,,,,,,,,,,,
GrandSlam Pizza,4376 Old William Penn Hwy,Monroeville,PA,15146,40.443416,-79.768797,3,5,1,TRUE,,,,,,,"Pizza, Chicken Wings, Restaurants, Fast Food, Salad",Pizza, Chicken Wings, Restaurants, Fast Food, Salad,,,,,,,,,,,,,,,
Ephesus Mediterranean Kitchen,"50 Freeport Rd, Ste 300",Aspinwall,PA,15215,40.49146891,-79.90794588,3.5,34,1,TRUE,2,none,no,,,,"Restaurants, Mediterranean, Pizza",Restaurants, Mediterranean, Pizza,,,,,,,,,,,,,,,,,
East End Brewing Taproom,102 19th St,Pittsburgh,PA,15222,40.45090482,-79.98494905,4.5,41,1,TRUE,1,beer_and_wine,no,,,,"Bars, Nightlife, Breweries, Food, Restaurants, Beer Bar, Tapas Bars",Bars, Nightlife, Breweries, Food, Restaurants, Beer Bar, Tapas Bars,,,,,,,,,,,,,
Appian Way Cafe & Lounge,418 Moon Clinton Rd,Coraopolis,PA,15108,40.5094811,-80.2394286,4,5,1,TRUE,2,full_bar,,,,,"Bars, Beer Bar, Restaurants, American (Traditional), Chicken Wings, Nightlife",Bars, Beer Bar, Restaurants, American (Traditional), Chicken Wings, Nightlife,,,,,,,,,,,,,,
Saigon 88,1778 N Highland Rd,Mount Lebanon,PA,15241,40.3527436,-80.051873,3,23,0,FALSE,2,none,no,,FALSE,,"Asian Fusion, Restaurants",Asian Fusion, Restaurants,,,,,,,,,,,,,,,,,,
Bellissimos Pizza & Deli,10339 Perry Hwy,Wexford,PA,15090,40.6039999,-80.0511392,3,9,0,TRUE,,,,,,,"Pizza, Restaurants, Delis",Pizza, Restaurants, Delis,,,,,,,,,,,,,,,,,
Dosa Place,511 E Carson St,Pittsburgh,PA,15203,40.4288129,-79.994599,3,5,0,,,,,,,,"Indian, Restaurants",Indian, Restaurants,,,,,,,,,,,,,,,,,,
Pizza & Gyro Express,11232 McKee Rd,Irwin,PA,15642,40.3166144,-79.7313186,3.5,3,0,,,full_bar,,,,,"Pizza, Restaurants, Greek",Pizza, Restaurants, Greek,,,,,,,,,,,,,,,,,
Bistro 19,711 Washington Rd,Mount Lebanon,PA,15228,40.38011201,-80.04451518,4,153,1,TRUE,2,full_bar,no,,TRUE,,"American (New), Restaurants",American (New), Restaurants,,,,,,,,,,,,,,,,,,
Angelo's II,111 3rd St,Monongahela,PA,15063,40.20275388,-79.92513349,4,8,1,TRUE,2,full_bar,free,FALSE,TRUE,,"Restaurants, Bars, Nightlife, Lounges, American (Traditional), Italian, Pizza",Restaurants, Bars, Nightlife, Lounges, American (Traditional), Italian, Pizza,,,,,,,,,,,,,
What's Cooking at Casey's,608 Allegheny River Blvd,Oakmont,PA,15139,40.519351,-79.8424105,3.5,41,1,TRUE,2,none,free,,TRUE,,"Pizza, Italian, American (Traditional), Restaurants",Pizza, Italian, American (Traditional), Restaurants,,,,,,,,,,,,,,,,
Mad Mex - North Hills,7905 McKnight Rd,Pittsburgh,PA,15237,40.5496857,-80.0193428,3.5,139,1,TRUE,2,full_bar,free,,TRUE,,"Restaurants, Mexican, Tex-Mex",Restaurants, Mexican, Tex-Mex,,,,,,,,,,,,,,,,,
TMD,461 Melwood Ave,Pittsburgh,PA,15213,40.455542,-79.953421,4,7,1,FALSE,4,full_bar,free,,,,"Restaurants, Sushi Bars, Asian Fusion",Restaurants, Sushi Bars, Asian Fusion,,,,,,,,,,,,,,,,,
Pitaland,620 Brookline Blvd,Pittsburgh,PA,15226,40.3948572,-80.0221115,4.5,86,1,TRUE,1,none,no,FALSE,TRUE,,"Food, Cafes, Mediterranean, Restaurants, Bakeries",Food, Cafes, Mediterranean, Restaurants, Bakeries,,,,,,,,,,,,,,,
Cannon's Chop House,1900 Main St,Canonsburg,PA,15317,40.27502303,-80.16658494,3.5,63,1,TRUE,2,full_bar,no,,,,"Restaurants, Cajun/Creole, Steakhouses",Restaurants, Cajun/Creole, Steakhouses,,,,,,,,,,,,,,,,,
Pizza Plaza,1110 5th Ave,Coraopolis,PA,15108,40.5165739,-80.1622307,4.5,12,1,TRUE,1,,no,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Mario's Family Italian Restaurant,935 Beaver Grade Rd,Coraopolis,PA,15108,40.511301,-80.2129471,4,59,1,TRUE,2,full_bar,,,TRUE,,"Event Planning & Services, Restaurants, Caterers, Italian",Event Planning , Services, Restaurants, Caterers, Italian,,,,,,,,,,,,,,,
Eat'n Park,1605 S Braddock Ave,Edgewood,PA,15218,40.4263046,-79.8881651,2,6,1,TRUE,1,none,no,,TRUE,,"American (New), Restaurants, Breakfast & Brunch, American (Traditional), Diners",American (New), Restaurants, Breakfast , Brunch, American (Traditional), Diners,,,,,,,,,,,,,,
Pizza and Gyro Express,801 Oneil Blvd,McKeesport,PA,15132,40.3512367,-79.8303308,3,6,1,TRUE,2,none,no,FALSE,TRUE,,"Restaurants, Italian, Pizza, Greek",Restaurants, Italian, Pizza, Greek,,,,,,,,,,,,,,,,
McDonald's,Richard Rd,Wexford,PA,15090,40.61010743,-80.0537603,1.5,9,0,TRUE,1,none,free,,,,"Burgers, Fast Food, Restaurants",Burgers, Fast Food, Restaurants,,,,,,,,,,,,,,,,,
Pluma Restaurant & Banquets,100 Colony Dr,Irwin,PA,15642,40.319817,-79.697233,2.5,3,0,,,full_bar,,,,,"American (Traditional), Venues & Event Spaces, Event Planning & Services, Restaurants",American (Traditional), Venues , Event Spaces, Event Planning , Services, Restaurants,,,,,,,,,,,,,,
Duss Avenue Cafe,1811 Duss Ave,Ambridge,PA,15003,40.601007,-80.226364,4,8,1,TRUE,1,beer_and_wine,free,FALSE,TRUE,,"Sandwiches, American (Traditional), Chicken Wings, Salad, Restaurants, Fast Food, Cafes",Sandwiches, American (Traditional), Chicken Wings, Salad, Restaurants, Fast Food, Cafes,,,,,,,,,,,,,
Bellisario's Restaurant,1710 Duncan Ave,Allison Park,PA,15101,40.5661986,-79.9982161,2,3,1,TRUE,,,,,,,"Restaurants, Seafood, Pizza, Italian, Fast Food",Restaurants, Seafood, Pizza, Italian, Fast Food,,,,,,,,,,,,,,,
The Getaway Cafe,3049 Sussex Ave,Pittsburgh,PA,15226,40.3845997,-80.0157241,3,48,1,TRUE,2,full_bar,free,FALSE,TRUE,,"American (Traditional), Barbeque, American (New), Restaurants, Nightlife, Bars",American (Traditional), Barbeque, American (New), Restaurants, Nightlife, Bars,,,,,,,,,,,,,,
Fujiya Ramen,815 S Aiken Ave,Pittsburgh,PA,15232,40.4504837,-79.9351521,4,34,1,TRUE,2,full_bar,free,,TRUE,,"Izakaya, Japanese, Restaurants, Sushi Bars, Ramen",Izakaya, Japanese, Restaurants, Sushi Bars, Ramen,,,,,,,,,,,,,,,
Do Wood Fired,213 5th St,Irwin,PA,15642,40.331382,-79.7103227,4.5,72,1,TRUE,2,none,free,,,,"Pizza, Sandwiches, Restaurants, Italian",Pizza, Sandwiches, Restaurants, Italian,,,,,,,,,,,,,,,,
Cafe Venice,2909 Mount Royal Blvd,Glenshaw,PA,15116,40.54478,-79.972676,2.5,6,0,,,,,,,,"Italian, Restaurants, Cafes",Italian, Restaurants, Cafes,,,,,,,,,,,,,,,,,
K Asian Bistro,4706 William Flynn Hwy,Allison Park,PA,15101,40.593749,79.946718,4.5,74,1,TRUE,2,none,free,,,,"Japanese, Asian Fusion, Cafes, Restaurants",Japanese, Asian Fusion, Cafes, Restaurants,,,,,,,,,,,,,,,,
Sarafino's Pasta and Pizza,40 E Crafton Ave,Pittsburgh,PA,15205,40.4354707,-80.0655849,4,97,1,TRUE,2,none,no,,FALSE,,"Restaurants, Caterers, Pizza, Event Planning & Services, Italian",Restaurants, Caterers, Pizza, Event Planning , Services, Italian,,,,,,,,,,,,,,
Pittsburgh Thai by Boris,321 South Ave,Verona,PA,15147,40.504911,-79.843701,4.5,54,1,TRUE,2,none,no,,,,"Restaurants, Thai",Restaurants, Thai,,,,,,,,,,,,,,,,,,
"La Palapa, Traditional Mexican Kitchen",2224 E Carson St,Pittsburgh,PA,15203,40.428196,-79.973514,4,202,1,TRUE,2,full_bar,no,FALSE,TRUE,,"Breakfast & Brunch, Food, Event Planning & Services, Mexican, Restaurants, Food Trucks, Caterers",Breakfast , Brunch, Food, Event Planning , Services, Mexican, Restaurants, Food Trucks, Caterers,,,,,,,,,,,
Piada Italian Street Food,3600 Forbes Ave,Pittsburgh,PA,15213,40.4405566,-79.9580515,4,172,1,TRUE,1,none,free,,,,"Salad, Restaurants, Italian",Salad, Restaurants, Italian,,,,,,,,,,,,,,,,,
Pizza Hut,9253 Rt 30,Irwin,PA,15642,40.3222968,-79.6956507,2,5,1,TRUE,,none,,,FALSE,,"Italian, Chicken Wings, Restaurants, Pizza",Italian, Chicken Wings, Restaurants, Pizza,,,,,,,,,,,,,,,,
Papa John's,3336 Babcock Blvd,Pittsburgh,PA,15237,40.5343473,-80.018928,1.5,8,1,TRUE,2,,,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Sukhothai Bistro,5813 Forbes Ave,Pittsburgh,PA,15217,40.4381461,-79.9223846,3.5,79,0,TRUE,2,none,no,,,,"Thai, Asian Fusion, Restaurants",Thai, Asian Fusion, Restaurants,,,,,,,,,,,,,,,,,
Siciliano's Pizzeria & Groceria,86 E Union Rd & McClure Rd,Russellton,PA,15076,40.6209405,-79.8582993,4.5,3,1,,,,,,,,"Restaurants, Grocery, Food, Pizza",Restaurants, Grocery, Food, Pizza,,,,,,,,,,,,,,,,
Subway,"3336 Babcock Blvd, Ste 2",Pittsburgh,PA,15237,40.5343473,-80.018928,5,3,1,TRUE,1,none,,,,,"Sandwiches, Fast Food, Restaurants",Sandwiches, Fast Food, Restaurants,,,,,,,,,,,,,,,,,
Cal's Cantina,617 Eden Park Blvd,McKeesport,PA,15132,40.32986635,-79.83361244,3,3,1,,,,,,,,"Restaurants, Nightlife, Mexican, Bars",Restaurants, Nightlife, Mexican, Bars,,,,,,,,,,,,,,,,
Buffalo Wild Wings,"500 Grandview Xing Drive, Suite 90",Gibsonia,PA,15044,40.64331127,-79.93981899,3.5,25,1,TRUE,2,full_bar,free,,,,"Restaurants, Nightlife, Chicken Wings, Sports Bars, American (Traditional), Bars",Restaurants, Nightlife, Chicken Wings, Sports Bars, American (Traditional), Bars,,,,,,,,,,,,,,
Panera Bread,5430 Centre Ave,Pittsburgh,PA,15232,40.456066,-79.937436,2.5,42,1,TRUE,1,none,free,,TRUE,,"Food, Sandwiches, Breakfast & Brunch, Soup, Restaurants, Salad, Bagels",Food, Sandwiches, Breakfast , Brunch, Soup, Restaurants, Salad, Bagels,,,,,,,,,,,,
Burger King,9070 State Rte 30,Irwin,PA,15642,40.3213963,-79.6862078,1.5,3,1,TRUE,1,,,,,,"Restaurants, Burgers",Restaurants, Burgers,,,,,,,,,,,,,,,,,,
Rice N Noodle,1000 Airport Blvd,Pittsburgh,PA,15231,40.49611364,-80.24544498,2.5,7,1,TRUE,1,,,,,,"Noodles, Restaurants",Noodles, Restaurants,,,,,,,,,,,,,,,,,,
Minutello's Restaurant & Lounge,226 Shady Ave,Pittsburgh,PA,15206,40.4588237,-79.9223818,3,7,0,TRUE,2,full_bar,free,,,,"Restaurants, Pizza, Italian",Restaurants, Pizza, Italian,,,,,,,,,,,,,,,,,
Casey's Draft House,1811 E Carson St,Pittsburgh,PA,15203,40.4289435,-79.9799804,3.5,29,1,TRUE,1,full_bar,,,TRUE,,"American (Traditional), Sports Bars, Burgers, Bars, Restaurants, Cocktail Bars, Wine Bars, Nightlife",American (Traditional), Sports Bars, Burgers, Bars, Restaurants, Cocktail Bars, Wine Bars, Nightlife,,,,,,,,,,,,
Geppetto Cafe,4121 Butler St,Pittsburgh,PA,15201,40.4701019,-79.9609173,4.5,139,1,TRUE,2,none,no,FALSE,TRUE,,"Creperies, Breakfast & Brunch, Coffee & Tea, Food, Restaurants",Creperies, Breakfast , Brunch, Coffee , Tea, Food, Restaurants,,,,,,,,,,,,,
Claudette's Kitchen,929 4th Ave,New Kensington,PA,15068,40.56584222,-79.76646667,4,3,1,,,,,,,,"Burgers, American (Traditional), Restaurants, Breakfast & Brunch",Burgers, American (Traditional), Restaurants, Breakfast , Brunch,,,,,,,,,,,,,,,
Soul & Sea,10718 Frankstown Rd,Pittsburgh,PA,15235,40.4613741,-79.8406321,4,5,0,TRUE,,,paid,,,,"Restaurants, Soul Food, Seafood",Restaurants, Soul Food, Seafood,,,,,,,,,,,,,,,,,
Parker's PGH,600 Brookline Blvd,Pittsburgh,PA,15226,40.3952468,-80.0224334,4.5,66,1,TRUE,1,none,free,,TRUE,,"Food, Breakfast & Brunch, Bagels, Sandwiches, Coffee & Tea, Restaurants",Food, Breakfast , Brunch, Bagels, Sandwiches, Coffee , Tea, Restaurants,,,,,,,,,,,,
Kings,2100 Washington Pike,Carnegie,PA,15106,40.3871383,-80.094068,3,17,1,TRUE,2,none,free,,TRUE,,"Restaurants, American (Traditional), Breakfast & Brunch, Burgers",Restaurants, American (Traditional), Breakfast , Brunch, Burgers,,,,,,,,,,,,,,,
Eat'n Park,100 Park Manor Dr,Pittsburgh,PA,15205,40.4486141,-80.1621608,3,37,1,TRUE,1,none,no,,TRUE,,"Restaurants, American (Traditional), Breakfast & Brunch, Diners, Buffets, American (New)",Restaurants, American (Traditional), Breakfast , Brunch, Diners, Buffets, American (New),,,,,,,,,,,,,
Tilted Kilt Pub & Eatery,353 N Shore Dr,Pittsburgh,PA,15212,40.4458199,-80.0108553,2,123,0,TRUE,2,full_bar,no,,TRUE,,"Nightlife, Pubs, Bars, Sports Bars, American (Traditional), Chicken Wings, Restaurants",Nightlife, Pubs, Bars, Sports Bars, American (Traditional), Chicken Wings, Restaurants,,,,,,,,,,,,,
Piazza Talarico and Papa Joe's Wine Cellar,3832 Penn Ave,Pittsburgh,PA,15201,40.464709,-79.9602501,4,16,1,TRUE,2,beer_and_wine,no,FALSE,TRUE,,"Wine Bars, Italian, Wineries, Food, Wine Tasting Room, Restaurants, Pizza, Bars, Arts & Entertainment, Nightlife",Wine Bars, Italian, Wineries, Food, Wine Tasting Room, Restaurants, Pizza, Bars, Arts , Entertainment, Nightlife,,,,,,,,,
Deli on Butler Street,4034 Butler St,Pittsburgh,PA,15201,40.4693357,-79.9612328,4.5,68,1,TRUE,1,none,no,,TRUE,,"Restaurants, Delis",Restaurants, Delis,,,,,,,,,,,,,,,,,,
Italian Village Pizza,5255 Library Rd,Bethel Park,PA,15102,40.3324787,-80.0218701,3,6,0,TRUE,2,none,no,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Benkovitz Seafoods,2300 Smallman St,Pittsburgh,PA,15222,40.4534775,-79.9822567,4.5,19,0,TRUE,1,,,,,,"Seafood, Sandwiches, Restaurants",Seafood, Sandwiches, Restaurants,,,,,,,,,,,,,,,,,
Jazton Smokehouse,1955 Lincoln Way,White Oak,PA,15131,40.340886,-79.811534,3.5,3,0,TRUE,,,,,,,"Restaurants, Barbeque",Restaurants, Barbeque,,,,,,,,,,,,,,,,,,
Elrama Tavern,1520 Rt 837,Elrama,PA,15038,40.2530337,-79.9266742,4.5,25,1,TRUE,1,full_bar,free,FALSE,TRUE,,"Beer, Wine & Spirits, Pubs, Bars, Sandwiches, Food, Restaurants, Nightlife, Burgers",Beer, Wine , Spirits, Pubs, Bars, Sandwiches, Food, Restaurants, Nightlife, Burgers,,,,,,,,,,
Double Wide Grill,8695 State Rt 30,Irwin,PA,15642,40.3187508,-79.6865467,2.5,109,1,TRUE,2,full_bar,free,,,,"Restaurants, Barbeque",Restaurants, Barbeque,,,,,,,,,,,,,,,,,,
Bahama Breeze,6100 Robinson Center Dr,Pittsburgh,PA,15205,40.45064447,-80.15927323,3.5,146,1,TRUE,2,full_bar,free,FALSE,TRUE,,"Bars, Latin American, Restaurants, Laotian, Seafood, Nightlife, Caribbean",Bars, Latin American, Restaurants, Laotian, Seafood, Nightlife, Caribbean,,,,,,,,,,,,,
Panera Bread,295 Settlers Ridge Dr,Pittsburgh,PA,15205,40.4403206,-80.1492465,2,12,1,TRUE,2,none,free,,,,"Food, Sandwiches, Breakfast & Brunch, Bagels, Soup, Restaurants, Salad",Food, Sandwiches, Breakfast , Brunch, Bagels, Soup, Restaurants, Salad,,,,,,,,,,,,
Frank's Pizzeria,618 Duss Ave,Ambridge,PA,15003,40.5882557,-80.2245285,4.5,27,1,FALSE,1,none,no,,FALSE,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Qdoba Mexican Grill,1028 Freeport Rd,Pittsburgh,PA,15238,40.48673651,-79.88719105,2.5,13,0,TRUE,2,none,no,,TRUE,,"Restaurants, Mexican",Restaurants, Mexican,,,,,,,,,,,,,,,,,,
Bea Taco Town,2957 Banksville Rd,Pittsburgh,PA,15216,40.402162,-80.0414234,4,74,1,TRUE,1,none,no,FALSE,TRUE,,"Restaurants, Mexican",Restaurants, Mexican,,,,,,,,,,,,,,,,,,
Murray Avenue Grill,1720 Murray Ave,Pittsburgh,PA,15217,40.4372778,-79.923124,3.5,129,1,TRUE,2,full_bar,no,,TRUE,,"American (New), Restaurants",American (New), Restaurants,,,,,,,,,,,,,,,,,,
Casa Reyna,2031 Penn Ave,Pittsburgh,PA,15222,40.4516855,-79.9833236,3,232,1,TRUE,2,full_bar,no,FALSE,FALSE,,"Restaurants, Mexican, Desserts, Salad, Food",Restaurants, Mexican, Desserts, Salad, Food,,,,,,,,,,,,,,,
D's Sixpax & Dogz,4320 Northern Pike,Monroeville,PA,15146,40.43369,-79.750897,4,25,0,TRUE,1,full_bar,free,,TRUE,,"Beer, Wine & Spirits, Hot Dogs, Bars, Restaurants, Food, Nightlife",Beer, Wine , Spirits, Hot Dogs, Bars, Restaurants, Food, Nightlife,,,,,,,,,,,,
Panera Bread,3401 Boulevard Of The Allies,Pittsburgh,PA,15213,40.436272,-79.958116,3,33,1,TRUE,1,none,free,,,,"Soup, Restaurants, Food, Breakfast & Brunch, Salad, Bagels, Sandwiches",Soup, Restaurants, Food, Breakfast , Brunch, Salad, Bagels, Sandwiches,,,,,,,,,,,,
Orbis Caffe,675 Washington Rd,Pittsburgh,PA,15228,40.3811007,-80.0443322,4,48,1,TRUE,2,none,free,FALSE,TRUE,,"Food, Restaurants, Coffee & Tea, Bakeries, Wraps, American (New)",Food, Restaurants, Coffee , Tea, Bakeries, Wraps, American (New),,,,,,,,,,,,,
